id,latitude,longitude,price,availability_30,availability_60,availability_90,availability_365,review_scores_rating
11551,51.46095,-0.11758,99,0,30,58,290,4.57
13913,51.56861,-0.1127,65,30,60,90,365,4.85
15400,51.4878,-0.16813,75,0,14,44,319,4.79
17402,51.52195,-0.14094,307,6,6,17,218,4.69
17506,51.47935,-0.19743,150,29,59,89,364,
25123,51.57438,-0.21081,29,0,0,0,188,4.78
33332,51.46416,-0.32554,65,30,60,90,365,4.57
36299,51.48085,-0.28086,195,2,25,52,327,4.81
36660,51.58478,-0.16057,72,23,45,71,320,4.84
37384,51.46894,-0.06623,70,29,59,89,364,4.81
38151,51.41844,-0.08729,65,30,60,90,365,
38610,51.50701,-0.23362,155,0,9,39,309,4.86
38950,51.58684,-0.08632,45,29,59,89,89,
38995,51.4786,-0.06114,42,29,59,89,89,5
39387,51.52605,-0.19942,42,28,58,88,88,4.5
40228,51.58738,-0.08792,45,30,60,90,90,
41311,51.574,-0.21058,25,0,0,0,188,4.9
41445,51.61492,-0.25632,250,23,53,83,358,4.56
41509,51.49351,-0.25568,150,30,60,90,180,4.5
41712,51.50191,-0.10204,69,30,60,90,365,4.65
41870,51.5584,0.00258,37,0,0,0,0,4.5
42001,51.49442,-0.20553,50,3,3,8,8,4.8
42010,51.5859,-0.16434,60,0,30,60,332,4.88
42692,51.50822,-0.21562,125,0,0,0,0,
43129,51.48164,-0.21082,38,29,59,89,364,4.71
43202,51.53031,-0.21713,120,0,0,16,40,4.83
44144,51.47511,-0.19263,65,0,0,0,188,4.83
44237,51.4743,-0.19204,55,29,58,88,88,4.64
44384,51.5979,-0.24327,24,30,60,90,365,0
45163,51.55237,-0.19954,40,27,57,87,267,0
45168,51.51812,-0.1977,125,0,0,0,0,4.82
46511,51.53774,0.01859,160,23,53,83,358,
46961,51.48063,-0.18175,85,6,6,6,194,
47192,51.52958,-0.14344,35,29,59,89,364,4.78
47687,51.4934,-0.22929,78,0,4,34,309,4.73
49970,51.49462,-0.22923,45,0,6,18,22,4.69
51830,51.51757,-0.19195,121,0,0,0,172,4.67
53041,51.54783,-0.19764,40,29,59,89,364,4.94
55402,51.37487,-0.11565,56,0,0,0,0,5
56229,51.49547,-0.22942,45,0,0,0,130,4.72
56784,51.39915,-0.10447,35,30,60,90,365,
62747,51.52315,-0.05755,43,0,0,0,0,4.62
62898,51.561,0.06681,49,30,60,90,365,
62901,51.559,0.06854,55,30,60,90,365,
63864,51.50143,-0.02024,139,25,55,85,360,3.83
63948,51.49547,-0.22864,45,5,6,12,262,4.54
64429,51.51902,-0.20744,45,0,0,0,188,4.4
65638,51.48642,-0.09557,75,1,12,12,178,4.75
65831,51.48097,-0.09766,99,29,59,89,89,
65908,51.45932,-0.11874,80,0,0,0,0,
66772,51.4937,-0.22914,55,17,47,77,350,4.67
67851,51.54092,-0.05905,76,0,0,0,188,4.89
67934,51.60268,-0.26268,25,30,60,90,365,4.54
69119,51.56106,0.06686,62,30,60,90,365,
69198,51.59031,-0.09408,36,28,53,83,358,4.45
70482,51.54096,-0.0487,140,19,35,35,304,
71875,51.52216,-0.13859,148,30,60,90,365,4.77
72059,51.59583,-0.14223,80,0,0,0,1,4.93
72913,51.48128,-0.11593,48,0,27,57,57,4.82
73125,51.44563,-0.14195,50,3,3,26,301,4.83
73431,51.46161,-0.11023,70,14,14,14,14,4.92
73884,51.49349,-0.22766,40,5,15,24,46,4.57
75120,51.49245,-0.20381,414,5,33,62,337,4.79
78606,51.57322,0.01045,42,30,60,90,365,5
78892,51.46478,-0.08007,34,0,21,51,51,4.87
79129,51.39648,-0.2117,35,26,56,86,361,4.89
79216,51.43722,-0.01975,60,30,60,90,365,
79571,51.49096,-0.16183,99,0,0,0,0,4.55
80123,51.45173,-0.15556,100,0,0,14,90,4.9
80441,51.49297,-0.1216,95,23,53,83,83,4.81
81015,51.39911,-0.10453,35,30,60,90,365,
81052,51.53917,-0.10221,133,0,0,0,0,5
81080,51.40644,-0.33563,150,11,37,67,342,4.57
81211,51.54796,-0.16462,110,27,57,87,362,4.75
81239,51.53552,-0.0628,140,0,5,35,35,4.67
81410,51.52139,-0.13932,360,23,53,83,83,4.84
81449,51.51061,-0.06646,128,5,5,5,5,4.7
81473,51.41565,-0.07714,40,0,0,16,16,4.8
81635,51.52707,-0.10923,102,6,33,63,301,4.95
81951,51.58388,0.15463,190,29,59,89,364,
84532,51.57765,-0.06197,29,17,47,77,77,4.91
84640,51.589,-0.12273,40,30,60,90,90,5
85191,51.49168,-0.1157,58,30,60,90,365,4.83
85406,51.51853,-0.18351,151,0,0,0,0,4.89
86092,51.48606,-0.19752,139,7,29,48,240,4.76
87514,51.52479,-0.11648,99,11,41,71,316,4.71
87827,51.5107,-0.18997,150,30,60,90,365,
89094,51.48055,0.07261,50,30,60,90,365,
89787,51.44742,-0.43175,55,0,0,0,0,5
89870,51.56792,-0.11125,145,29,59,89,364,4.64
90358,51.49875,-0.19263,198,0,0,0,0,4.59
90522,51.41288,-0.11249,40,29,59,89,364,5
90549,51.49764,-0.01365,47,0,0,0,0,4.9
90700,51.51109,-0.19842,88,8,23,38,257,4.43
91287,51.54026,-0.11712,100,0,0,0,0,4.56
92352,51.54113,-0.09881,90,2,2,2,66,4.86
92399,51.55104,-0.08324,70,19,32,62,337,4.84
92644,51.44201,-0.18739,42,0,0,0,219,4.55
93015,51.49993,-0.21707,100,16,26,48,275,4.73
93263,51.4175,-0.19643,139,0,0,0,248,4.35
93500,51.46672,-0.12717,45,0,0,0,0,4.86
93734,51.47618,0.01442,41,0,0,1,158,4.57
93783,51.51881,-0.1965,300,26,56,86,266,4.54
94138,51.52764,-0.05293,75,0,0,0,0,4.85
96052,51.5593,-0.22497,46,29,59,89,364,4.81
96640,51.57175,-0.08365,100,29,59,89,364,
97178,51.51939,-0.2285,49,0,10,24,296,4.9
97506,51.42996,-0.12161,35,0,0,0,157,4.86
97583,51.60848,-0.12714,39,29,59,89,364,4.71
97974,51.46652,-0.23675,30,0,0,0,0,4.44
98271,51.51448,-0.29547,60,0,0,0,252,5
98541,51.57271,-0.13948,80,29,59,89,364,4.38
98776,51.53443,0.02706,27,8,38,68,343,4.86
99241,51.50838,-0.19884,110,29,59,89,364,4.95
99333,51.54873,-0.10569,118,6,36,66,66,4.41
99742,51.50134,-0.22922,350,30,60,90,365,
100326,51.56495,-0.05796,33,29,59,89,89,4.75
100479,51.52819,-0.0561,55,0,0,0,0,4.75
102391,51.54713,-0.05522,250,29,59,89,179,4.5
102565,51.50551,-0.10952,95,28,58,82,350,4.91
103682,51.5347,-0.03215,68,0,0,0,0,4.92
103865,51.4866,-0.22458,81,11,41,71,346,
106332,51.52874,-0.05396,55,30,60,90,365,4.84
107048,51.52478,-0.10484,144,0,0,1,219,4.8
107051,51.52055,-0.18317,151,1,5,14,248,4.91
108562,51.56739,-0.11264,31,0,0,0,0,4
109226,51.54169,-0.08901,423,23,53,83,358,4.4
109299,51.5463,-0.07435,135,29,59,89,364,3
116268,51.61137,-0.11888,25,0,23,24,230,4.92
117203,51.50155,-0.233,126,10,24,54,54,4.81
123522,51.52359,-0.19587,99,0,0,0,0,4.8
127860,51.44777,-0.33962,"1,000.00",0,0,0,0,
129768,51.53292,-0.17697,135,30,60,90,365,4.5
131444,51.49148,-0.11151,90,0,12,12,12,4.78
137581,51.51099,-0.07862,130,0,0,0,89,4.89
137907,51.52197,-0.14035,153,30,60,90,355,4.72
138800,51.51556,-0.04032,75,29,59,89,179,4.58
142117,51.52851,-0.08985,140,28,58,88,363,4.94
143028,51.40066,-0.19158,138,0,0,0,0,4.75
143478,51.54017,-0.05457,35,0,0,5,5,4.73
143568,51.53263,-0.0118,75,0,5,35,125,4.54
145612,51.50426,-0.33444,29,30,60,90,90,4.76
150900,51.48128,-0.18071,59,30,60,90,365,4.9
152863,51.58409,-0.14625,99,0,0,0,0,4.8
154221,51.4897,-0.13911,83,0,0,0,0,5
157714,51.48974,-0.22208,46,29,59,89,89,4.71
159736,51.46788,-0.09993,34,0,7,37,312,4.7
165336,51.51735,-0.21076,56,2,2,2,2,4.71
168348,51.51755,-0.20159,120,0,20,50,325,4.88
168359,51.49185,-0.08823,111,0,0,0,0,4.63
168875,51.53593,-0.06396,90,0,25,29,304,
170524,51.50612,-0.14029,"1,300.00",30,60,90,365,
170702,51.49686,-0.02627,60,0,0,0,0,4.95
172629,51.49577,-0.1954,85,6,36,66,341,4.89
172807,51.51789,-0.158,205,0,0,0,0,4.75
172811,51.5471,-0.17981,229,0,0,0,0,
174132,51.52636,-0.18801,60,30,60,90,365,4.64
175892,51.52948,-0.08591,145,7,37,67,342,4.22
178519,51.53753,-0.24013,150,30,60,90,365,4.54
179312,51.55191,-0.11497,45,0,0,0,0,5
181664,51.47375,-0.18152,120,0,0,0,80,4.86
181724,51.41926,-0.15002,55,29,59,89,364,4.5
182802,51.43855,-0.32191,50,27,56,86,361,4.82
183128,51.49882,-0.10293,69,0,0,0,0,4.97
186682,51.54209,-0.202,69,0,0,0,0,4.83
189002,51.49094,-0.27008,85,27,57,87,177,3.5
190015,51.53715,-0.06418,85,0,0,0,0,4.82
190028,51.55119,-0.08582,73,19,45,75,349,4.81
193794,51.48833,-0.18901,35,0,0,0,0,4.77
198258,51.5343,0.08178,39,28,58,88,363,4.69
198279,51.51462,-0.05969,35,28,58,88,363,4.75
198771,51.48446,-0.1054,45,30,60,90,365,4.56
199658,51.49519,-0.19242,300,4,20,25,300,4.36
200713,51.3843,-0.12723,18,1,1,1,250,4.46
201463,51.53561,-0.11338,70,0,6,32,72,4.31
202422,51.53614,-0.14158,110,7,18,44,190,4.62
207912,51.3676,-0.12209,35,29,59,89,364,4.72
208952,51.55239,-0.0346,263,0,0,0,0,
210010,51.51566,-0.17467,94,0,0,0,0,5
213024,51.52945,-0.19746,67,0,0,0,0,4.53
214755,51.51146,-0.2021,446,29,54,84,84,5
214995,51.52043,-0.20846,45,28,56,86,361,4.5
216350,51.47928,-0.22061,55,2,32,61,336,4.86
223498,51.52055,-0.11784,65,28,58,88,178,4.52
227502,51.52853,-0.07728,100,5,35,65,340,4.42
228054,51.59006,-0.09753,60,30,60,90,365,
229335,51.51862,-0.13957,180,30,60,90,365,4.5
229684,51.48793,-0.04204,30,0,0,0,0,4.41
230427,51.4898,-0.19574,75,30,60,90,365,4.88
230839,51.5368,-0.07753,90,0,0,0,0,4.5
231452,51.47118,-0.1844,75,28,58,88,363,5
231692,51.54818,-0.08428,29,29,59,89,364,4.84
231854,51.52153,-0.1004,140,0,0,0,188,4.77
232983,51.48668,-0.10513,110,0,0,0,257,4.8
234776,51.49046,-0.19767,100,30,60,90,365,4.74
235994,51.60484,-0.12463,133,3,33,63,63,4.59
236956,51.50363,-0.10926,56,30,57,81,321,4.61
237907,51.52022,-0.10577,195,25,55,85,278,4.67
238349,51.49609,-0.22782,120,15,45,75,350,4.74
238440,51.5191,-0.2053,150,0,0,0,0,4.42
238711,51.51156,-0.19579,170,0,0,0,0,4.86
238897,51.54439,-0.20705,60,29,59,89,89,4.59
239697,51.54491,-0.20988,42,30,60,90,270,4.7
240734,51.57542,-0.06921,75,0,0,0,0,5
241133,51.60531,-0.14814,45,30,60,90,365,5
241621,51.42865,-0.15725,29,0,0,0,34,4.71
241975,51.56094,-0.10893,29,0,0,4,279,4.75
243077,51.55314,-0.04586,123,0,0,0,0,4.9
243093,51.6371,-0.1186,66,29,59,89,364,4.82
244112,51.54233,-0.09941,50,30,60,90,365,4.72
244125,51.52932,-0.08094,493,25,52,81,347,4.53
245116,51.55012,-0.11695,60,29,59,89,364,4
245825,51.63021,-0.13472,56,30,60,90,365,
249238,51.53152,-0.09268,40,0,0,0,0,4.25
249395,51.55468,-0.13524,300,0,0,0,0,5
252016,51.47615,-0.06092,45,30,60,90,365,0
252226,51.4295,-0.12573,57,30,60,90,365,
253668,51.52099,-0.11046,250,30,60,90,90,4.83
254629,51.5555,-0.07816,159,10,17,17,145,4.88
254996,51.52339,-0.31421,29,10,36,66,341,4.75
255332,51.53189,-0.19747,150,28,58,88,363,4.5
256975,51.5638,-0.00527,30,27,57,87,362,4.93
257219,51.52999,-0.08276,40,0,0,0,0,
260259,51.5333,0.04779,51,29,59,89,364,
262294,51.50882,-0.12843,125,30,60,90,365,4.7
263672,51.47022,-0.17008,35,28,58,88,363,4.4
263822,51.51854,0.02291,90,0,0,12,280,4.47
264777,51.44284,-0.01997,88,0,17,47,322,5
264779,51.44355,-0.02309,128,0,28,51,313,4.57
264780,51.44333,-0.02307,146,20,50,77,352,4.54
264782,51.44353,-0.02328,110,0,9,39,314,3.33
268398,51.50287,-0.10937,49,25,52,80,321,4.64
269065,51.50669,-0.33013,29,0,30,60,150,4.85
269172,51.47174,0.05861,46,30,60,90,365,
270600,51.44311,-0.33245,71,0,1,5,78,4.62
271122,51.53097,-0.39891,30,0,0,0,0,4.14
271815,51.5208,-0.20577,136,20,50,80,355,4.34
272530,51.54248,-0.09712,80,29,59,89,364,4.79
272835,51.53856,-0.18757,103,12,27,47,314,4.67
274740,51.47223,-0.18468,130,16,29,48,323,4.57
274918,51.42229,-0.178,90,27,36,59,334,4.4
275140,51.43951,-0.05175,108,15,43,69,344,4.43
275736,51.42558,-0.12615,31,29,59,89,364,4.63
276082,51.61782,-0.02283,50,0,0,0,0,5
276888,51.42328,-0.17789,130,27,57,87,362,4.11
277580,51.49254,-0.30935,125,7,37,67,342,4.63
278559,51.51488,-0.19016,89,0,0,0,0,5
279022,51.52829,-0.18441,950,30,60,90,365,
280894,51.49777,-0.09097,149,30,60,90,90,4.78
281563,51.51449,-0.26465,50,0,0,5,95,4.85
282198,51.52361,-0.11591,125,7,8,13,288,4.93
282299,51.55918,-0.07416,45,0,0,0,0,
282846,51.58619,-0.25304,50,27,57,87,362,
283569,51.5067,-0.24775,86,0,6,36,311,4.89
284532,51.52851,-0.07426,70,10,12,12,170,4.3
284603,51.51464,-0.20004,250,30,60,90,180,4.67
286675,51.57982,-0.37539,60,22,52,82,348,4.89
288410,51.51209,-0.18921,250,30,60,90,365,4.76
288828,51.53741,-0.23727,102,0,0,0,0,
290233,51.53667,0.00562,572,30,60,90,365,
290923,51.54039,-0.14282,275,0,0,0,0,4.56
291731,51.429,-0.12764,29,30,60,90,365,5
294177,51.59375,-0.25767,50,1,1,1,1,4.26
294247,51.48641,-0.21277,54,30,60,90,365,4.48
294887,51.57537,0.00536,34,6,36,66,341,4.89
295222,51.52214,-0.34366,86,30,60,90,365,
296720,51.41877,-0.16772,45,0,0,0,0,
298246,51.42892,-0.12915,135,30,60,90,365,
299374,51.55764,-0.30173,59,0,0,0,93,4.66
300333,51.56049,-0.40791,57,30,60,90,365,
300723,51.58358,-0.1177,200,1,1,1,202,4.85
301631,51.51806,-0.01719,55,30,60,90,365,
302760,51.45398,-0.02118,100,0,0,0,0,
304161,51.47897,0.03736,40,30,60,90,365,4.27
304162,51.47553,0.03312,32,30,60,90,365,4.31
304918,51.52264,-0.10323,130,0,0,0,157,4.79
305573,51.49608,-0.09713,70,17,23,28,303,4.55
305813,51.41737,-0.24418,152,30,60,90,365,
305818,51.41889,-0.24473,107,30,60,90,365,
306405,51.54072,0.15246,41,30,60,90,365,4
306677,51.49739,-0.10146,132,0,0,0,0,4.56
306737,51.54655,-0.16495,400,23,53,83,358,4.92
306966,51.51592,-0.16413,100,30,60,90,365,4.93
307923,51.52344,-0.46178,30,7,37,67,157,4.82
308005,51.52197,-0.14035,179,0,0,0,38,4.79
308640,51.55216,-0.03871,145,7,17,17,279,4.78
310274,51.5873,-0.09953,50,30,60,90,365,
310665,51.56099,-0.0774,190,0,0,0,0,4.89
310689,51.506,-0.02698,115,2,27,57,57,5
310724,51.49324,-0.11058,280,0,0,0,68,4.88
310949,51.49925,0.1071,34,5,6,36,311,4.95
311430,51.46934,-0.10136,35,5,35,65,65,4.94
311768,51.41779,-0.15163,479,17,39,63,334,4.79
312465,51.54174,0.006,100,30,60,90,365,
312761,51.52704,-0.08129,149,4,11,26,116,4.94
313710,51.53347,-0.23292,89,0,0,0,0,4.88
314066,51.60134,-0.08688,26,0,0,0,0,4.66
314164,51.55896,-0.08297,97,0,19,19,216,4.67
314985,51.52626,0.02904,32,0,0,0,0,4.8
315238,51.47565,-0.15073,150,13,36,58,319,4.75
315489,51.44052,-0.13284,31,1,1,6,281,4.53
315658,51.48383,-0.11655,50,0,0,0,0,4.75
316137,51.54289,-0.14541,54,28,57,77,352,4.59
318287,51.61607,-0.02982,29,30,60,90,365,4.82
318867,51.51106,-0.16939,140,27,57,87,362,4.88
318986,51.49113,-0.19482,200,0,0,0,0,
320629,51.5385,-0.14719,75,0,0,0,0,4.75
321411,51.49897,-0.20395,69,30,60,85,85,4.7
322606,51.47043,-0.17155,40,29,59,89,364,4.32
323473,51.53861,-0.09678,99,9,34,34,34,4.79
323571,51.55032,-0.07684,75,0,0,0,0,5
324055,51.55311,0.02273,29,30,60,90,365,
324229,51.58095,-0.22395,65,30,60,90,365,
325305,51.53304,0.01405,35,0,0,5,280,4.92
325673,51.54387,-0.17308,40,0,0,0,0,4.61
325809,51.54897,-0.18309,725,30,60,90,365,
326146,51.57139,-0.03131,120,0,0,0,0,
326314,51.48751,-0.11679,140,30,60,90,365,4.67
326633,51.47565,-0.15159,60,1,2,2,253,4.85
329585,51.46945,-0.13013,138,0,0,0,0,4.97
329610,51.56407,-0.01151,100,30,60,90,365,
330044,51.48423,-0.2629,40,0,0,0,0,4.8
330783,51.45768,-0.0526,45,29,59,89,364,
331058,51.50095,-0.25827,53,28,54,82,357,4.55
331121,51.49963,-0.21239,155,13,40,40,40,
333931,51.57168,0.14528,46,27,57,87,362,4.88
334310,51.45625,-0.01633,36,7,37,67,342,4.85
334412,51.52382,-0.10533,71,0,10,40,315,4.51
334546,51.52483,0.0345,20,30,60,90,365,4.32
335867,51.53098,-0.01191,200,0,0,0,0,
336577,51.53185,-0.08152,129,27,55,84,355,4.51
337806,51.55112,-0.07469,75,0,21,51,326,4.68
337986,51.54791,0.16284,20,30,60,90,90,4
338896,51.59618,-0.19038,35,28,53,82,82,4.89
340435,51.50743,-0.22568,59,15,23,32,300,4.89
340912,51.54602,-0.13158,90,7,20,37,312,4.38
340933,51.49208,-0.06124,45,0,0,0,0,
341143,51.57036,-0.11044,70,0,0,0,0,5
341779,51.40392,-0.09948,20,15,45,75,350,4.54
341956,51.53193,-0.37645,50,30,60,90,365,5
342636,51.45837,-0.03635,60,0,0,0,0,
343149,51.51575,-0.18078,165,29,59,89,364,4.52
343701,51.52738,0.00964,60,0,1,6,255,4.8
343848,51.65075,-0.11841,33,0,5,35,35,4.86
344094,51.41847,-0.12583,25,5,35,65,340,4.68
344102,51.41727,-0.12568,26,6,36,66,341,4.73
344233,51.5435,0.05856,175,0,0,0,0,
345013,51.50137,-0.06898,125,0,0,0,0,4.75
345039,51.53575,-0.23816,235,0,0,0,0,
345321,51.53232,-0.00862,300,30,60,90,365,
345877,51.53805,-0.08485,95,22,46,74,220,4.8
346523,51.48464,-0.18231,189,13,20,44,309,4.78
347389,51.49962,0.03246,135,29,59,89,269,5
347436,51.54832,-0.18374,362,30,60,90,365,
347849,51.44173,-0.13803,180,15,35,65,91,4.83
348076,51.54254,0.00881,100,30,60,90,365,
348215,51.54372,-0.14685,52,27,42,58,333,4.94
348217,51.54236,-0.14495,429,24,53,67,342,4.68
348549,51.52804,-0.06444,140,0,4,30,305,4.91
349273,51.60986,-0.01928,45,0,0,0,0,5
349339,51.61707,-0.14813,50,30,60,90,365,5
349930,51.52867,-0.09961,45,0,0,0,188,4.71
350442,51.56756,-0.10637,240,3,8,8,135,4.85
350588,51.53555,-0.11739,35,6,6,6,77,4.92
353133,51.54472,-0.10965,45,13,43,59,334,4.86
354003,51.49117,-0.18766,164,28,58,66,116,4.56
356040,51.46174,-0.01652,29,0,0,0,0,4.93
356427,51.54025,-0.22323,250,30,60,90,365,
356978,51.52975,-0.2156,42,0,0,0,0,4.43
357197,51.53024,-0.08936,55,0,0,0,0,
358043,51.52847,-0.04278,195,0,0,0,0,4.85
358360,51.5988,-0.09738,30,28,58,88,363,4.79
359974,51.52776,-0.08271,99,0,3,9,9,4.66
361549,51.49985,-0.0827,106,0,4,6,19,4.81
361662,51.5046,-0.14886,94,25,55,85,85,4.91
361944,51.39335,0.11933,25,10,26,26,64,4.57
362026,51.60058,-0.11469,45,29,59,89,364,4.95
362621,51.54145,-0.08834,120,0,0,0,0,
363648,51.42681,0.00684,87,30,60,90,365,
363749,51.42875,0.00864,86,30,60,90,365,
365069,51.54941,-0.18289,70,0,0,5,280,4.46
365933,51.48621,-0.12126,96,19,33,42,279,4.88
367175,51.5834,0.02849,78,7,37,61,61,4.86
367181,51.56672,-0.08441,150,0,0,0,0,5
367207,51.51882,-0.14108,71,21,21,32,290,4.84
369034,51.48864,-0.21614,65,15,32,52,322,4.88
369383,51.54105,-0.14275,149,17,37,54,54,4.44
370824,51.44156,-0.13293,27,0,0,0,219,4.66
372691,51.54078,-0.0586,30,0,0,0,0,4.9
374493,51.52899,-0.03612,100,0,0,0,157,5
374594,51.4214,-0.16378,80,0,0,0,0,4.6
375006,51.5007,-0.11516,53,6,36,66,341,4.33
375657,51.50146,-0.24997,76,0,0,4,279,4.96
375799,51.4041,-0.25129,80,0,1,1,251,4.89
377707,51.59859,-0.00736,30,0,15,45,320,4.87
377982,51.49903,-0.13648,125,19,49,66,232,4.9
378406,51.42533,-0.16834,36,0,0,0,0,
378407,51.42484,-0.16602,120,0,0,0,0,
378551,51.48143,-0.26897,114,13,43,73,348,4.84
379053,51.55301,-0.07762,47,18,47,76,346,4.76
379060,51.48394,-0.19872,93,15,24,37,262,4.87
379137,51.55508,-0.05801,150,7,21,21,21,4.6
380188,51.45791,-0.32225,186,8,19,34,288,4.71
380714,51.54036,-0.08834,49,11,36,66,341,4.89
381005,51.54966,-0.22342,30,0,0,0,274,4.9
381467,51.4875,-0.19608,143,0,0,0,0,4.66
381916,51.4435,-0.1294,70,26,53,81,81,4.7
382627,51.53862,-0.0991,75,12,30,60,334,4.65
382634,51.55779,-0.01098,39,30,60,90,365,4
383382,51.45045,-0.12258,70,27,55,82,82,4.78
383416,51.44739,-0.12319,59,27,54,81,81,4.59
384315,51.53547,-0.05543,28,15,26,56,144,4.92
384317,51.53529,-0.05659,70,0,20,50,50,4.5
384770,51.50372,-0.22123,120,30,60,90,365,4.68
384780,51.54146,-0.13735,150,0,0,0,0,4.31
385019,51.55623,-0.07596,290,0,0,0,0,
386965,51.48703,-0.36676,35,30,60,90,365,5
387835,51.42863,-0.34688,34,0,26,56,331,4.94
387935,51.56038,-0.06448,65,0,0,0,188,4.5
387939,51.52668,-0.05811,34,0,0,0,0,4.83
387951,51.53723,-0.11254,122,30,60,90,365,
388030,51.50331,-0.24071,30,29,59,89,364,4.6
388032,51.5033,-0.24057,35,29,59,89,364,4.63
388037,51.48571,-0.36661,44,30,60,90,365,3
388306,51.4603,-0.22061,908,0,0,0,249,5
388315,51.5178,-0.2009,85,0,0,0,0,4.76
388387,51.61587,0.0468,50,30,60,90,180,
388411,51.42732,-0.19866,50,28,58,88,88,4.44
388644,51.45958,-0.10774,51,27,57,87,87,4.67
388663,51.51798,0.01687,80,30,60,90,365,0
388674,51.60525,-0.14453,23,6,36,66,341,4.6
388700,51.39878,-0.19798,12,6,7,19,19,4.86
388721,51.56108,-0.07883,155,14,28,28,194,4.73
388743,51.45586,0.01176,80,29,59,89,364,
388767,51.5441,-0.14007,90,0,0,0,128,4.83
388768,51.54434,-0.13994,167,2,6,36,126,4.75
388817,51.48582,-0.27241,65,0,0,0,0,4.81
388995,51.59075,0.08111,150,30,60,90,365,
389079,51.51127,-0.03934,29,25,55,85,348,4.9
389125,51.53707,-0.19483,72,30,60,90,365,4.82
389176,51.5073,-0.01809,52,30,60,90,365,4.4
389214,51.58167,-0.31537,70,30,60,90,365,
389568,51.58178,-0.01382,28,0,0,0,0,
389620,51.6131,-0.16563,100,30,60,90,365,
389747,51.43093,-0.08233,230,29,59,89,364,
389790,51.57011,0.07777,28,0,0,0,271,4.47
389793,51.52891,-0.21241,49,15,45,74,74,4.85
389862,51.56958,-0.14615,29,0,14,14,188,4.75
389967,51.41893,-0.23555,90,28,58,88,363,4.79
390156,51.52145,-0.05234,76,0,0,0,188,4.62
390316,51.50275,-0.08849,90,30,60,85,360,4.77
390319,51.5084,-0.22737,42,30,60,90,365,4.72
390356,51.47483,-0.16392,54,20,25,50,269,4.84
390535,51.40928,0.00591,50,30,60,90,365,3.83
390750,51.53569,-0.0775,50,6,36,66,156,4.86
390752,51.54139,0.00377,40,15,15,26,301,4.65
390876,51.42572,-0.31003,35,0,0,0,0,5
390988,51.42446,-0.09695,27,5,27,57,332,4.88
391035,51.4651,-0.32557,33,29,53,83,83,4.83
391273,51.52853,-0.19559,42,29,59,89,89,4.95
391288,51.60903,0.04005,35,30,60,90,365,
391672,51.43079,-0.06619,35,0,0,0,219,4.8
391767,51.48888,0.00457,48,29,59,87,267,4.9
391808,51.49248,-0.13848,75,7,7,7,57,4.82
391850,51.45531,-0.03995,28,15,45,75,350,4.72
392141,51.44355,-0.19915,48,0,0,6,281,4.83
392246,51.49921,0.08801,39,11,41,71,195,4.94
392263,51.53164,-0.07,50,0,0,0,0,4.54
392785,51.54076,-0.09034,156,15,36,64,339,4.47
393177,51.55981,0.03933,200,0,0,0,0,
394755,51.54632,-0.13666,80,0,0,0,0,5
395062,51.5219,-0.32322,60,4,29,29,131,4.84
396235,51.5553,-0.12141,39,30,60,90,365,4.63
396523,51.5103,0.05984,26,0,0,0,94,4.66
397262,51.45283,-0.05073,35,27,57,87,362,5
397504,51.47987,-0.1833,40,0,20,50,325,4.96
397507,51.4602,-0.18631,40,29,59,89,364,4.77
398147,51.52715,-0.11114,155,4,32,32,109,4.52
400267,51.48103,-0.20291,60,0,0,0,0,0
400742,51.4844,0.09562,100,30,60,90,365,
400873,51.54772,0.00916,200,0,0,0,0,
401177,51.4552,-0.11799,64,0,0,0,0,4.87
401323,51.54671,-0.03062,46,0,0,0,0,4.5
401330,51.58152,-0.10332,33,0,0,0,0,4.82
401951,51.4937,-0.01812,360,30,60,90,365,
401972,51.51797,-0.21171,226,6,36,66,156,4.89
402407,51.54903,-0.04169,190,28,58,88,363,4.64
402739,51.52157,-0.09276,44,0,15,40,307,4.93
402783,51.48907,-0.09553,92,30,60,90,90,
403038,51.48566,-0.18415,195,0,0,0,0,4.75
405099,51.4089,-0.00496,60,1,2,25,300,4.63
405902,51.58423,-0.12695,60,23,53,83,358,
406235,51.54007,-0.07792,92,14,44,72,72,4.66
406409,51.45872,-0.32277,435,0,0,0,0,
406777,51.57738,-0.07805,45,24,54,84,359,4.86
406832,51.48986,-0.20516,98,27,57,87,362,4.15
406898,51.5267,-0.06295,75,0,0,28,118,4.56
407303,51.54595,-0.08388,39,0,0,0,0,4.65
407463,51.42032,-0.161,55,30,60,90,365,
407475,51.40804,-0.22837,70,0,0,0,0,4.69
407529,51.54689,-0.36273,48,29,59,89,364,4.88
408888,51.46094,-0.11361,200,30,60,90,365,
409043,51.55657,-0.05697,53,29,59,89,179,4.77
409444,51.54356,-0.06084,70,0,0,0,0,5
410018,51.37207,-0.10167,115,30,60,90,365,
410100,51.4837,0.09418,100,30,60,90,365,
410201,51.4291,-0.19028,75,0,0,0,0,5
410971,51.46024,-0.13538,99,0,0,0,0,4.86
411030,51.44819,-0.10234,50,0,0,0,0,
411399,51.48888,-0.01955,86,30,60,90,365,
411656,51.55432,-0.29468,70,27,57,87,362,
412058,51.52588,-0.08098,507,18,41,68,340,4.55
412059,51.52591,-0.07978,507,18,40,67,339,4.49
412807,51.52135,-0.11113,42,0,5,35,310,4.68
